attack	comment
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Lucinda Southworth ==NEWLINE_TOKENNEWLINE_TOKENHellow, why did you delete the image ``Lucinda Southworth``?. There is no copy-vio as the image I got it from Stanford university website, which doesn?ÇÖt even state anything about image copy vio. Can you retrieve it?  Could you please tell what shall I do for re-uploading, if possible? `"
1	NEWLINE_TOKENIts sooooooooooooo funny you got blocked! you think your god around here!
0	"NEWLINE_TOKENNEWLINE_TOKEN:::Maybe I am mistaken in my interpretation. But I think I have made twp reverts only. The first diff which you show, looks like a not-revert to me. I am only adding a cn tag there. Is that a revert?-  NEWLINE_TOKEN:::T"
1	"`NEWLINE_TOKENNEWLINE_TOKENI would also add that in this ANI Ckatz said he didn't want to hide this ANI, but that is exactly what has happened, perhaps his declaration  was code for a request? An interpretation of ``cover-up the corruption`` is equally hard to dismiss as the interpretation of ``publicizing issues`` - it's a terrible thing to make things on-Wiki more publicly available, and anyway, how does ``publicizing`` an ANI in which I was admonished help me?   `"
0	"`NEWLINE_TOKENNEWLINE_TOKEN==AS Roma==NEWLINE_TOKENHi, i'm the guy who keeps re-adding the hooliganism section of the AS Roma page and you're the one who keeps deleting it. I was wondering if we could converse here and attempt to find some kind of common ground through debate rather than the petty deletions and additions that are currently taking place. Many thanks, SG  ?ÇöPreceding unsigned comment added by    NEWLINE_TOKEN:First of all, post new posts at the bottom. Secondly, I only re-deleted it once, and I said why. I've stated my case already, and I think you should take this to the next level, suggestly to some soccer project.   `"
1	"`NEWLINE_TOKENNEWLINE_TOKEN::Dude, there a quite litereally hundreds of thousands of reputable sources which state that as being the figure, some of which state it as being even higher, approximating some 120,000. Please do not fall into the trap of giving credence to the deranged ramblings of bigoted huns. ?ÿÿ?ÿÿ  `"
0	"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Inquiry on notability ==NEWLINE_TOKENNEWLINE_TOKENHi Drmies. In order not to be blocked for 100 years, I am taking this fully civilized approach. I do not believe this company is notable. This publisher is no more notable than any other. Normally, ``a leading publisher`` term is reserved for one of top-tier commercial houses, or a university-associated press like CUP or PUP. Sentence in italic is per another editor at an irrelevant AfD. I am just curious how you would opine if listed at afd, and what if I placed a notability tag? This has nothing to do with you, I am not harrassing, I never liked this article and I believe it does not belong on the project. Respectfully,  `"
1	"`NEWLINE_TOKENNEWLINE_TOKEN:``How do you call this?``NEWLINE_TOKEN::I call it an admin that doesn't know policy.  Wikipedia:Three-revert rule states:NEWLINE_TOKEN:::``Wikipedians who revert a page in whole or in part more than three times in 24 hours, except in certain special circumstances, are likely to be blocked from editing.``NEWLINE_TOKEN:``Saying 15 people edited the page after you before the issue rose up is not a valid excuse.``NEWLINE_TOKEN::It's not an excuse at all, just a fact.  People don't edit pages to let others know they approve of existing content ?Çö that would require an alteration of the same content, and make little sense.NEWLINE_TOKEN:``5 users?Çªvoiced their opposition``NEWLINE_TOKEN::Nope.  One brand new user, , opposed it, but admitted he was mistaken, then came up with another inaccurate claim, then went completely irrelevant.  Two anonymous users posted in this section, yes, but not on anything relevant.   didn't comment here until after your protection (though he did nominate the image for deletion on Commons, and his message on your talk page is almost undoubtedly why you involved yourself here ?Çö I was aware of these actions, but not obliged to respond in any particular way here).  That leaves only , whose claim, ``it isn't the italian flag``, was completely and hopelessly irrelevant (there are, after all, twenty-two other flags on the page in question, and only one is presented [albeit vaguely] as the official one).  That's practically just one user, with an irrelevant non-justification.NEWLINE_TOKEN:?ª   `"
1	"REDIRECT Talk:Bill Miller (American football coach, born 1956)NEWLINE_TOKEN"
1	Kevin is a cockslap and eats his own mother's pussy.NEWLINE_TOKENNEWLINE_TOKEN
0	`NEWLINE_TOKEN::Please also consider .  Compare user pages and dates of first/last edits.   `
0	"`NEWLINE_TOKENNEWLINE_TOKEN== Hi, FPS ==NEWLINE_TOKENNEWLINE_TOKENI understand what Niko discussed on the talk-page, but I think that it is correct to put the image in the ,,Historical perspective`` section, because it represents one phase from the relations between Macedonia and Greece (not to mention that it is undoubtedly connected to Macedonia naming issue). I really don't want to initiate the well-known quarreling and bickering around these types of articles, but presenting the arguments from both sides is crucial (NPOV).  Thanks,   `"
1	"NEWLINE_TOKEN==HELLO MR POV PUSHER==NEWLINE_TOKENWhy do you hide like a cowering child?  You're afraid to discuss on a level playing field, big tough, admin.NEWLINE_TOKENJOE   "
1	"`NEWLINE_TOKENNEWLINE_TOKEN== Blocking and Neutralhomer's Continued Lying ==NEWLINE_TOKENNo, Neutralhomer, I NEVER asserted that the Greaseman had died (and yes I know how trivial this is, but you continue to lie about me, and I cannot accept that).  You reported me for vandalism for truthfully reporting on your talk page what I had actually done? HOW IS THAT VANDALISM?  ISN'T REPORTING THAT AS VANDALISM A LIE?  To recap, I wrote that the Greaseman's death HAD BEEN REPORTED by SOURCES considered RELIABLE by WIKIPEDIA STANDARDS.  You accused me of lying and vandalism.  You are wrong and I am right.  Let's find out how the WikiProcess works, shall we?NEWLINE_TOKENNEWLINE_TOKEN  ``Blocked directly?NEWLINE_TOKENNEWLINE_TOKENAlternatively, you may appeal the block by requesting that another administrator review the block. To do so, addNEWLINE_TOKENNEWLINE_TOKENto the bottom of your user talk page (which you can edit while blocked, unless it is protected) to request unblocking. You will need to state a reason for this, and the block is then free to be discussed. Our guide to appealing blocks may help you in composing a persuasive unblock request.``NEWLINE_TOKENNEWLINE_TOKEN`"
1	"NEWLINE_TOKENNEWLINE_TOKENDear friend Tajik. You must be mistaken or led by your emotions. Turks were called as Turks before Islam. East Roman Empire sent Zemarkhos as an ambassador in the middle of 6th century to Istemi Kagan of Western Turks. And in the year 567 Istemi Kagan sent a group of emissaries led by a Soghdian named Maniakh to Eastern Rome. Both attempts were to form an allience against Sasanid kingdom, the common foe. In the chronicles of Zemarkhos Turks were explicitly called as Turks. Those times were at least 100 years before Islam. Also Turks called themselves as Turks. You can go and read the genuine Tukish monuments in Mongolia. The monuments belong to the first quarter of 8th century. At those times Turks were fighting against Muslim Arabs. Also when you check the Chinese dynasties' chronicles Pei-shih (386-618), Chou-shu (557-589), Sui-shu (589-618) you can find quite alot of information on Turks. And also some Chinese Turkologists claim that the earliest ancestors of Turks were Tiks (9.-8. century B.C.)Chinese documents have more than claims. Dr. T'ang Chi's works are worth examining. Also you can check a French man L. Bazin's works. Coming to your claims that Turks are a minority in Anatolia. I suggest you to read the chronicles of Armenians during te medieval times. For example Matthew of Edessa (Matevos Urhayetsi-in Armenian). You can by your self judge that Turks have never been a minority in Anatolia. By the way, have you ever been to Turkey? You can also validate your emotional claims by facts. Sincerely."
1	NEWLINE_TOKENNEWLINE_TOKEN== Kubigula DID delete my work which start it == NEWLINE_TOKENHello I am really angry with Kubigula because NEWLINE_TOKENshe did delete my work NO REASON At ALL  NEWLINE_TOKENIT NOT FAIR   NEWLINE_TOKENIM not vandalize pages NEWLINE_TOKENFrom Aiden2009
0	"`NEWLINE_TOKEN::::Still no explanation as to why Domer48 has gone from supporting the text on 7th October to rejecting it now. Interestingly, one of the sources used by Domer48 elsewhere uses the term ``Provisional Sinn F??in``: Brian Feeney (2002) Sinn F??in: A Hundred Turbulent Years O'Brien Press, p. 251 - ``Neither the Provisional IRA nor its political mouthpiece, Provisional Sinn F??in, had much of an existence outside west Belfast.``  The ''Oxford Companion to Irish History' also records the term ``Provisional Sinn F??in`` in its entry under ``Sinn F??in``. The reversion of the 7th October text - as well as removing the reference to the name Provisional Sinn F??in also removes reference to the connection between the party and the Provisional IRA: something that is undoubtedly notable. It would be useful if other editors would engage in discussion about this.   NEWLINE_TOKENNEWLINE_TOKEN`"
0	"NEWLINE_TOKEN::Conspiracies do not 'occur', they are being perpetrated.  NEWLINE_TOKEN"
1	"`NEWLINE_TOKEN* I suspect that it may make sense for ``Elephant's foot`` to be a sec'n at Gul (design) and both the accompanying article Turkmen rug and the Dab Elephant's foot to lk to ``Gul (design)`` or that secn of it. (``Gul (design)`` is currently my pathetic effort at a substitute for NEWLINE_TOKEN:: * A motif in a Turkish rug NEWLINE_TOKEN: at the Dab Elephant's foot, which sucked bcz that article mentions neither EF nor Gul.)?Çó `"
1	"NEWLINE_TOKEN::::No it isn't, so if you wish to delete my account, go ahead. I couldn't care less. I would rather spend more time in real life than argue with a bunch of total thickheads who claim to be mature editors. So do it, because to be frank, I don't give a damn. (  )"
0	"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENhttp://www.google.co.in/webhp?rlz=1C1RNHN_enIN478IN478&sourceid;=chrome-instant&ie;=UTF-8#hl=en&rlz;=1C1RNHN_enIN478IN478&tbm;=bks&sclient;=psy-ab&q;=%22Military+Circles+in+Washington+concluded%2C+on+the+basis+of+post-war+information%2C+that+Pakistan+lost+200+tanks%2C+with+another+150+put+of+action+but+recoverable&oq;=%22Military+Circles+in+Washington+concluded%2C+on+the+basis+of+post-war+information%2C+that+Pakistan+lost+200+tanks%2C+with+another+150+put+of+action+but+recoverable&gs;_l=serp.3...20464.20464.0.20677.1.1.0.0.0.0.0.0..0.0...0.1...1c.JX8TkVIiROM&pbx;=1&bav;=on.2,or.r_gc.r_pw.r_qf.,cf.osb&fp;=79f5683b01ec3981&biw;=1280&bih;=629NEWLINE_TOKENNEWLINE_TOKEN200 tanks were destroyed but the fact that US sources are biased as they dont give figures that some 115 pakistani tanks were captured in good condition by Indian army hence its clear that Pakistani losses are above 300 tanks , indian loss dont exceed 150-200tanks(when damaged tanks are included).  "
